0 28 29 27
0 27 25 28
0 27 28 28
0 28 28 27
0 26 25 26
0 29 26 26
0 25 28 27
0 26 29 26
0 27 29 29
0 27 25 29
0 27 25 28
0 29 25 25
0 25 27 28
0 28 28 27
0 25 29 29
0 28 29 28
0 27 26 26
0 29 29 27
0 25 26 28
0 26 25 26
0 25 28 26
0 25 29 26
0 26 29 26
0 26 29 26
0 28 26 25
0 25 25 26
0 28 27 27
0 26 28 26
0 28 28 28
0 28 25 28
0 24 29 27
0 26 25 25
0 26 26 25
0 26 27 29
0 27 28 25
0 27 25 25
0 28 26 27
0 24 28 27
0 24 25 29
0 30 25 26
0 30 24 26
0 24 26 29
0 27 27 28
0 31 25 25
0 26 30 25
0 30 25 24
0 26 27 25
0 31 26 25
0 27 30 24
0 30 27 27
0 25 28 28
0 27 24 26
0 29 28 28
0 27 29 26
0 28 30 28
0 26 29 25
0 29 24 23
0 29 24 22
0 31 25 26
0 24 30 30
0 25 28 24
0 24 29 25
0 26 29 23
0 27 27 29
0 27 26 25
0 29 28 27
0 25 31 24
0 27 26 29
0 26 29 24
0 28 25 23
0 25 27 25
0 30 25 23
0 29 24 27
0 27 28 29
0 28 29 30
0 30 29 28
0 30 23 21
0 26 27 24
0 27 30 26
0 24 24 25
0 28 30 27
0 24 26 28
0 25 29 30
0 26 24 24
0 26 27 26
0 27 29 24
0 25 29 23
0 29 28 30
0 26 24 26
0 29 28 26
0 24 28 24
0 23 27 29
0 29 23 22
0 25 23 26
0 28 24 30
0 29 23 20
0 28 23 22
0 30 23 20
0 32 26 24
0 28 27 30
0 27 24 27
0 26 28 25
0 28 26 29
0 25 23 25
0 28 28 23
0 23 28 27
0 30 22 22
0 29 24 19
0 29 27 30
0 31 25 27
0 28 29 29
0 26 23 27
0 30 28 27
0 29 27 22
0 30 24 19
0 30 22 23
0 30 25 20
0 24 23 25
0 25 24 25
0 26 28 22
0 24 30 26
0 30 27 31
0 26 28 30
0 24 26 30
0 28 25 22
0 23 26 29
0 29 29 26
0 22 25 28
0 29 30 28
0 28 22 21
0 28 24 25
0 29 26 22
0 29 25 20
0 23 30 26
0 30 24 20
0 26 27 23
0 27 24 23
0 29 28 22
0 29 22 19
0 30 26 24
0 29 22 23
0 26 23 26
0 24 28 23
0 23 24 25
0 33 27 24
0 29 24 18
0 22 28 27
0 22 24 29
0 29 23 18
0 24 28 26
0 29 21 21
0 29 21 19
0 25 24 24
0 24 32 23
0 29 30 26
0 28 25 17
0 28 26 22
0 23 27 28
0 22 25 30
0 29 26 20
0 23 25 30
0 24 25 28
0 28 24 21
0 28 30 31
0 26 32 23
0 29 24 17
0 27 30 25
0 31 26 28
0 25 28 22
0 27 26 23
0 29 30 27
0 31 26 23
0 29 23 17
0 24 32 24
0 30 20 19
0 28 29 24
0 31 24 18
0 30 23 19
0 27 23 23
0 30 30 29
0 30 26 20
0 29 24 20
0 26 22 25
0 23 24 30
0 28 31 25
0 26 27 28
0 28 23 18
0 27 29 27
0 24 27 22
0 27 22 22
0 29 26 30
0 25 30 25
0 25 32 22
0 22 28 30
0 21 23 30
0 25 30 24
0 27 25 27
0 31 27 27
0 23 25 29
0 22 23 29
0 23 30 27
0 25 32 23
0 30 25 29
0 27 26 30
0 21 27 30
0 27 25 22
0 28 25 31
0 24 24 23
0 24 23 26
0 31 23 24
0 26 24 25
0 30 25 17
0 26 30 29
0 30 31 27
0 29 27 20
0 23 27 21
0 31 26 30
0 22 23 30
0 26 33 22
0 21 29 30
0 23 32 25
0 22 29 29
0 29 21 20
0 27 29 22
0 28 31 28
0 25 22 27
0 23 27 26
0 28 20 18
0 22 27 31
0 28 29 23
0 25 25 25
0 30 22 24
0 30 25 19
0 30 26 30
0 29 19 18
0 24 26 21
0 31 26 16
0 26 21 24
0 27 31 25
0 22 31 25
0 24 22 25
0 24 25 20
0 29 25 26
0 33 28 23
0 30 25 31
0 30 29 29
0 29 28 31
0 29 31 27
0 27 23 31
0 27 21 22
0 28 26 31
0 28 23 24
0 24 30 24
0 29 21 23
0 24 21 26
0 26 24 29
0 31 27 28
0 29 32 29
0 31 28 28
0 31 27 23
0 30 32 26
0 22 29 30
0 31 31 28
0 29 29 25
0 32 27 25
0 27 26 18
0 31 19 20
0 24 27 29
0 20 23 29
0 28 24 24
0 25 30 23
0 22 28 31
0 26 20 25
0 29 27 27
0 24 23 24
0 23 20 27
0 31 24 26
0 28 24 26
0 19 23 28
0 23 21 28
0 23 26 28
0 22 26 27
0 31 24 30
0 31 21 23
0 30 18 21
0 27 28 22
0 23 32 24
0 24 25 26
0 22 32 26
0 31 25 20
0 34 27 24
0 24 25 31
0 23 22 29
0 28 32 24
0 25 27 31
0 34 26 23
0 28 33 28
0 25 21 24
0 22 29 27
0 24 20 26
0 24 24 29
0 30 26 18
0 23 25 31
0 35 26 23
0 30 27 32
0 29 25 23
0 27 21 17
0 23 19 26
0 27 31 23
0 28 22 20
0 31 24 28
0 30 18 17
0 32 23 29
0 31 22 29
0 24 20 28
0 28 22 19
0 23 24 23
0 31 27 15
0 28 31 27
0 35 27 23
0 25 19 27
0 22 29 31
0 36 28 24
0 26 32 22
0 24 33 25
0 22 32 25
0 23 31 30
0 24 21 25
0 30 26 32
0 22 27 29
0 26 20 24
0 33 27 22
0 33 25 25
0 28 24 20
0 31 22 23
0 22 26 31
0 19 24 29
0 36 25 23
0 30 19 18
0 30 33 27
0 23 33 23
0 18 24 29
0 24 26 32
0 28 21 24
0 24 30 25
0 31 26 15
0 26 32 21
0 25 27 33
0 32 22 24
0 35 25 22
0 27 25 16
0 28 26 16
0 24 30 23
0 31 25 15
0 30 33 30
0 30 21 19
0 30 26 14
0 22 28 32
0 36 24 24
0 29 25 17
0 23 23 30
0 21 30 26
0 23 27 32
0 28 22 30
0 25 19 25
0 35 24 24
0 27 26 16
0 31 17 22
0 35 29 24
0 30 21 28
0 29 31 26
0 22 31 29
0 31 25 14
0 29 25 32
0 26 31 28
0 22 28 33
0 31 34 31
0 27 20 17
0 24 28 22
0 32 25 31
0 24 25 21
0 29 32 27
0 29 23 31
0 31 24 14
0 24 20 24
0 17 25 29
0 32 27 24
0 23 28 32
0 25 24 30
0 30 24 13
0 24 23 22
0 35 28 23
0 32 17 21
0 27 19 17
0 28 32 26
0 30 24 12
0 22 26 22
0 30 29 23
0 32 28 15
0 28 29 32
0 30 28 14
0 34 26 22
0 27 25 15
0 26 20 22
0 29 28 24
0 36 26 23
0 27 32 24
0 23 31 27
0 26 18 24
0 31 26 14
0 28 21 20
0 32 26 29
0 28 25 33
0 35 25 24
0 27 19 22
0 36 25 24
0 26 19 21
0 16 26 29
0 27 33 28
0 32 18 21
0 22 27 25
0 23 32 26
0 26 30 26
0 24 32 22
0 30 31 26
0 27 19 25
0 22 34 22
0 26 19 25
0 25 28 33
0 34 28 25
0 23 28 20
0 23 25 21
0 24 34 26
0 30 19 20
0 24 25 32
0 23 34 23
0 29 26 16
0 19 23 30
0 26 33 23
0 31 24 27
0 23 19 24
0 27 24 17
0 29 27 32
0 24 26 24
0 18 23 27
0 15 27 29
0 28 23 32
0 26 20 16
0 23 32 21
0 18 26 29
0 30 20 17
0 32 16 23
0 30 30 26
0 28 26 33
0 29 29 23
0 25 27 29
0 26 19 17
0 30 32 25
0 21 22 29
0 28 24 17
0 28 27 17
0 28 34 29
0 31 28 24
0 30 32 27
0 29 33 26
0 22 24 30
0 32 24 15
0 24 21 27
0 31 17 17
0 23 32 22
0 35 25 25
0 32 32 29
0 37 26 25
0 21 29 33
0 28 20 16
0 29 32 24
0 32 18 16
0 30 16 16
0 27 32 29
0 36 24 21
0 31 19 22
0 21 21 30
0 29 32 31
0 31 23 14
0 22 33 21
0 18 24 30
0 21 26 29
0 29 24 33
0 23 32 31
0 21 35 22
0 31 28 14
0 30 32 29
0 31 20 23
0 24 21 23
0 34 28 24
0 24 29 22
0 33 25 31
0 23 30 23
0 30 28 23
0 28 26 32
0 22 35 23
0 28 18 18
0 23 27 33
0 28 31 31
0 30 31 28
0 24 23 28
0 33 26 28
0 30 23 28
0 26 32 24
0 36 29 25
0 23 20 29
0 19 24 31
0 32 25 32
0 22 28 34
0 35 24 22
0 26 18 16
0 30 24 17
0 25 34 25
0 27 33 21
0 23 23 25
0 23 24 26
0 29 22 32
0 25 29 32
0 24 35 25
0 22 33 25
0 29 31 23
0 21 33 21
0 22 29 34
0 32 19 22
0 32 25 16
0 23 35 23
0 37 25 20
0 21 28 31
0 32 15 23
0 30 19 19
0 23 19 28
0 29 34 27
0 31 19 16
0 23 22 25
0 23 35 25
0 29 24 11
0 24 23 23
0 26 31 24
0 25 26 31
0 35 27 21
0 37 28 24
0 25 24 20
0 31 20 18
0 31 22 20
0 30 22 17
0 31 27 30
0 31 16 17
0 28 33 30
0 33 27 23
0 32 19 17
0 23 23 31
0 23 29 34
0 31 29 15
0 30 20 21
0 22 23 31
0 27 27 17
0 22 19 26
0 30 27 14
0 27 32 21
0 23 33 31
0 31 32 27
0 26 25 30
0 24 22 29
0 27 30 22
0 23 26 25
0 22 27 35
0 29 28 13
0 31 27 31
0 25 17 23
0 23 28 21
0 30 27 26
0 27 23 27
0 23 34 26
0 33 26 23
0 31 32 28
0 21 32 25
0 21 30 30
0 18 25 31
0 29 27 13
0 21 34 26
0 30 28 24
0 32 23 14
0 29 33 29
0 29 34 30
0 30 25 32
0 29 25 12
0 21 30 28
0 23 25 27
0 34 25 22
0 20 24 28
0 32 33 31
0 29 18 21
0 22 32 31
0 28 17 20
0 29 27 12
0 26 22 22
0 23 33 22
0 37 24 22
0 29 22 16
0 21 28 30
0 31 31 30
0 34 28 20
0 18 24 28
0 30 28 13
0 29 19 20
0 34 26 21
0 20 35 25
0 18 25 28
0 27 32 22
0 20 21 30
0 22 31 24
0 18 25 30
0 32 28 29
0 27 32 32
0 19 25 28
0 34 24 31
0 19 24 32
0 32 27 15
0 26 18 15
0 29 20 27
0 31 15 24
0 29 18 18
0 18 23 33
0 17 23 28
0 33 34 31
0 23 31 22
0 31 34 32
0 28 21 33
0 30 18 19
0 26 32 28
0 30 15 18
0 27 22 16
0 18 26 31
0 18 26 27
0 18 26 32
0 37 24 19
0 35 27 20
0 22 34 32
0 35 23 23
0 37 25 19
0 33 23 30
0 30 35 28
0 31 18 15
0 25 20 15
0 30 23 13
0 27 24 16
0 37 23 20
0 32 16 24
0 28 27 11
0 30 17 20
0 24 21 29
0 22 30 34
0 26 31 30
0 31 30 29
0 31 18 17
0 31 26 18
0 26 33 33
0 26 33 32
0 31 30 30
0 21 31 23
0 37 30 24
0 32 19 14
0 24 24 24
0 28 28 13
0 29 15 17
0 28 23 16
0 19 24 28
0 28 34 30
0 24 28 30
0 32 28 14
0 23 27 34
0 29 28 33
0 37 27 23
0 21 36 22
0 36 23 25
0 18 25 27
0 31 33 32
0 32 21 28
0 25 36 24
0 24 28 25
0 33 14 23
0 32 26 30
0 36 25 25
0 29 16 21
0 21 29 27
0 36 31 25
0 36 24 20
0 17 24 31
0 34 35 30
0 23 26 26
0 33 28 29
0 33 27 21
0 22 34 33
0 16 27 28
0 22 34 26
0 32 18 17
0 26 32 20
0 33 21 24
0 27 17 15
0 32 17 17
0 32 35 32
0 22 19 28
0 24 22 27
0 36 25 21
0 23 27 22
0 23 29 33
0 35 34 30
0 25 24 23
0 25 33 29
0 22 27 20
0 28 28 10
0 22 24 21
0 32 29 13
0 24 28 35
0 24 33 31
0 34 25 30
0 21 25 29
0 25 36 25
0 33 36 31
0 16 25 30
0 31 17 14
0 21 27 19
0 28 19 18
0 25 20 20
0 30 33 32
0 19 20 29
0 17 24 28
0 32 21 27
0 23 32 32
0 30 16 13
0 23 26 31
0 33 27 29
0 22 26 28
0 34 23 31
0 32 21 24
0 31 26 33
0 24 25 30
0 21 30 24
0 38 24 19
0 28 32 28
0 30 29 27
0 31 17 15
0 31 29 28
0 29 29 34
0 30 16 14
0 33 27 15
0 32 29 31
0 21 27 23
0 26 33 31
0 18 27 27
0 35 29 25
0 14 28 29
0 27 20 23
0 17 23 30
0 29 24 12
0 27 34 31
0 25 33 30
0 31 24 13
0 15 26 28
0 32 23 15
0 23 20 23
0 30 26 22
0 21 22 30
0 17 26 31
0 27 20 34
0 21 19 25
0 32 19 16
0 31 16 22
0 33 28 22
